marker_type,x,y,z,long_range,area_id
ScrapMetalPart,487936,-242966,2662,f,74
AzuriteOre,502908,-208197,4081,f,74
BasaltPickup,502398,-199118,6597,f,74
ScrapMetalPart,511570,-190032,3388,f,74
RhyolitePickup,503955,-200861,3061,f,74
TitaniumOre,523012,-236709,3783,f,74
ScrapMetalPart,521546,-201105,2907,f,74
ScrapMetalWreckage,520141,-240767,2410,f,74
ScrapMetalWreckage,503568,-195201,4377,f,74
FuelCellPart,517114,-187803,3647,f,74
FuelCellPart,509716,-210269,2922,f,74
TitaniumOre,515651,-189423,6720,f,74
AzuritePickup,513764,-204344,6593,f,74
ScrapMetalWreckage,521295,-239175,2794,f,74
FuelCellWreckage,502330,-194445,3971,f,74
ScrapMetalPart,487474,-243783,2815,f,74
BauxitePickup,508509,-192500,6519,f,74
ScrapMetalWreckage,521843,-239584,2623,f,74
AzuritePickup,517744,-195350,7149,f,74
ScrapMetalPart,516267,-199436,4265,f,74
ScrapMetalPart,516585,-201160,5153,f,74
ScrapMetalPart,521471,-229681,2485,f,74
ScrapMetalPart,485801,-241041,3091,f,74
BrittleBush,494335,-242185,2657,f,74
ScrapMetalPart,521901,-231721,2796,f,74
ScrapMetalWreckage,512852,-201216,6146,f,74
ScrapMetalPart,513813,-187640,3232,f,74
ScrapMetalPart,512774,-201575,6151,f,74
ScrapMetalWreckage,490274,-242360,2755,f,74
ScrapMetalWreckage,504642,-204898,3101,f,74
ScrapMetalPart,516873,-233318,2900,f,74
RhyolitePickup,514045,-208254,7610,f,74
ScrapMetalWreckage,520700,-201217,3092,f,74
ScrapMetalPart,486720,-242477,2905,f,74
BrittleBush,515468,-232796,3090,f,74
RhyolitePickup,515917,-206706,7607,f,74
RhyolitePickup,504678,-202630,3010,f,74
ScrapMetalPart,504201,-193985,4744,f,74
FuelCellPart,508215,-205693,3434,f,74
FuelCellWreckage,498278,-192927,2870,f,74
FuelCellPart,513039,-198689,4158,f,74
TitaniumOre,501524,-194019,3783,f,74
ScrapMetalPart,521413,-232032,2981,f,74
AzuritePickup,519142,-200704,3675,f,74
ScrapMetalPart,515687,-187612,3629,f,74
ScrapMetalWreckage,504052,-202170,3010,f,74
FuelCellPart,501016,-206739,3206,f,74
FuelCellPart,502267,-194182,3899,f,74
ScrapMetalPart,584033,-243957,3603,f,74
BrittleBush,581323,-246366,3495,f,74
BrittleBush,579884,-246241,3287,f,74
TitaniumOre,592964,-336817,2974,f,74
ScrapMetalWreckage,613616,-319302,783,f,74
ScrapMetalPart,588154,-293295,816,f,74
TitaniumPickup,611084,-294590,6419,f,74
ScrapMetalWreckage,612672,-296293,6450,f,74
RhyolitePickup,607908,-318002,734,f,74
ScrapMetalPart,603789,-307792,4195,f,74
ScrapMetalWreckage,579948,-314998,1596,f,74
FuelCellPart,607097,-304602,4780,f,74
RhyolitePickup,596689,-298978,3716,f,74
ScrapMetalPart,592620,-333522,1369,f,74
RhyolitePickup,636087,-298600,1325,f,79
BrittleBush,596608,-298465,3752,f,74
FuelCellWreckage,591349,-302043,741,f,74
AzuritePickup,638741,-296852,1424,f,79
ScrapMetalWreckage,579477,-313674,1809,f,74
FuelCellPart,636395,-298409,1389,f,79
BrittleBush,603449,-299424,5263,f,74
ScrapMetalPart,618305,-319361,680,f,74
RhyolitePickup,619205,-298390,736,f,74
BrittleBush,627838,-311659,664,f,79
ScrapMetalPart,623683,-295298,755,f,74
FuelCellPart,597114,-299708,3605,f,74
ScrapMetalPart,608522,-293808,6435,f,74
ScrapMetalWreckage,613819,-287464,673,f,74
BauxitePickup,608257,-295466,6494,f,74
FuelCellWreckage,604823,-305077,4875,f,74
ScrapMetalPart,638369,-296301,1188,f,79
ScrapMetalPart,637790,-296948,1373,f,79
ScrapMetalWreckage,586067,-297523,493,f,74
ScrapMetalWreckage,588078,-300604,808,f,74
ScrapMetalWreckage,636831,-297543,1367,f,79
ScrapMetalPart,602088,-324040,132,f,74
ScrapMetalPart,618304,-304016,2552,f,74
ScrapMetalPart,610933,-308012,-2627,f,74
BrittleBush,591914,-301159,780,f,74
ScrapMetalWreckage,592496,-334089,1563,f,74
BrittleBush,617778,-299702,1970,f,74
StravidiumPickup,591955,-290937,1029,f,74
FuelCellPart,604341,-313362,668,f,74
BauxitePickup,595510,-294091,4041,f,74
ScrapMetalPart,633307,-299340,785,f,79
AzuriteOre,620323,-307515,8369,f,74
RhyolitePickup,608227,-306255,4941,f,74
FuelCellWreckage,609239,-285533,669,f,74
AzuritePickup,604503,-299503,5456,f,74
RhyolitePickup,633758,-310037,361,f,79
AzuritePickup,619835,-313297,4621,f,74
FuelCellPart,591861,-302386,764,f,74
StravidiumPickup,593237,-291513,775,f,74
FuelCellPart,607721,-316429,1063,f,74
BasaltOre,621063,-308710,8404,f,74
BasaltPickup,621050,-308327,8401,f,74
ScrapMetalPart,613065,-307440,-2628,f,74
ScrapMetalPart,608979,-320630,778,f,74
ScrapMetalPart,589713,-296243,692,f,74
ScrapMetalPart,597060,-300241,3527,f,74
RhyolitePickup,595503,-296171,4053,f,74
TitaniumPickup,593341,-336608,2979,f,74
AzuritePickup,585134,-296898,415,f,74
FuelCellPart,612168,-310320,3719,f,74
BrittleBush,583215,-312266,1523,f,74
RhyolitePickup,588293,-300032,807,f,74
ScrapMetalWreckage,630160,-308445,500,f,79
BasaltOre,599615,-290746,848,f,74
ScrapMetalPart,606964,-294708,6400,f,74
ScrapMetalPart,588201,-300362,811,f,74
RhyolitePickup,629591,-308243,575,f,79
FuelCellPart,638682,-297966,1820,f,79
ScrapMetalPart,617152,-286787,623,f,74
ScrapMetalPart,620295,-294697,612,f,74
ScrapMetalPart,602482,-317905,582,f,74
ScrapMetalWreckage,600650,-323199,195,f,74
ScrapMetalPart,613371,-320550,881,f,74
RhyolitePickup,625269,-315161,662,f,74
FuelCellPart,619856,-318697,693,f,74
ScrapMetalWreckage,592230,-332588,1342,f,74
RhyolitePickup,600346,-299555,4932,f,74
ScrapMetalPart,633238,-302048,761,f,79
ScrapMetalWreckage,595457,-298612,3742,f,74
BauxiteOre,595305,-294229,4077,f,74
BrittleBush,608150,-300256,5175,f,74
AzuritePickup,595609,-297715,3875,f,74
TitaniumOre,611180,-294191,6384,f,74
FuelCellPart,621896,-302954,2331,f,74
ScrapMetalPart,584870,-300183,310,f,74
ScrapMetalPart,592253,-305310,769,f,74
ScrapMetalWreckage,616839,-306627,4970,f,74
AzuritePickup,616835,-298199,1726,f,74
RhyolitePickup,599816,-321988,224,f,74
ScrapMetalPart,613965,-287694,677,f,74
ScrapMetalPart,618979,-287854,520,f,74
ScrapMetalWreckage,578667,-315499,1653,f,74
ScrapMetalPart,615615,-293689,556,f,74
ScrapMetalWreckage,608765,-302071,4848,f,74
ScrapMetalPart,593722,-292144,841,f,74
FuelCellPart,591257,-302306,749,f,74
BauxiteOre,608018,-295666,6522,f,74
BasaltPickup,599682,-291151,802,f,74
FuelCellPart,619701,-318514,708,f,74
FuelCellWreckage,637033,-295588,1134,f,79
FuelCellPart,612549,-321013,845,f,74
RhyolitePickup,603485,-308115,4197,f,74
ScrapMetalWreckage,600512,-298216,5205,f,74
ScrapMetalWreckage,603867,-308051,4196,f,74
ScrapMetalPart,609140,-304488,4602,f,74
ScrapMetalPart,636082,-298932,1392,f,79
BrittleBush,611802,-311344,3596,f,74
RhyolitePickup,595170,-297650,3943,f,74
StravidiumOre,605960,-289837,806,f,74
ScrapMetalPart,608908,-302116,4814,f,74
TitaniumPickup,620594,-300049,513,f,74
ScrapMetalWreckage,608591,-294065,6435,f,74
FuelCellPart,610574,-295274,6437,f,74
RhyolitePickup,596101,-294440,4069,f,74
ScrapMetalWreckage,617733,-318996,682,f,74
RhyoliteOre,617994,-301908,2647,f,74
TitaniumOre,620980,-300229,470,f,74
ScrapMetalPart,600639,-323148,195,f,74
ScrapMetalWreckage,619485,-287645,573,f,74
StravidiumOre,589961,-292667,832,f,74
ScrapMetalWreckage,612665,-321484,849,f,74
FuelCellPart,601153,-322285,219,f,74
StravidiumPickup,605662,-290119,836,f,74
ScrapMetalPart,578726,-315565,1664,f,74
ScrapMetalPart,584454,-297947,369,f,74
ScrapMetalPart,604158,-295805,5866,f,74
ScrapMetalPart,590308,-302076,684,f,74
ScrapMetalPart,586494,-294054,750,f,74
ScrapMetalPart,635584,-298536,1193,f,79
ScrapMetalPart,605605,-293921,6384,f,74
ScrapMetalWreckage,606816,-294483,6399,f,74
BasaltPickup,599269,-301777,7332,f,74
ScrapMetalPart,607480,-305855,4855,f,74
FuelCellPart,626481,-314835,668,f,79
FuelCellPart,637021,-295569,1157,f,79
ScrapMetalPart,592477,-334082,1555,f,74
ScrapMetalPart,622252,-305794,4466,f,74
BrittleBush,620304,-295459,587,f,74
FuelCellPart,604825,-305089,4867,f,74
BasaltOre,634840,-304558,970,f,79
ScrapMetalWreckage,590067,-310632,693,f,74
ScrapMetalWreckage,586241,-293972,766,f,74
ScrapMetalWreckage,638196,-296105,1126,f,79
AzuriteOre,604614,-311570,4106,f,74
RhyolitePickup,575812,-313425,1466,f,74
StravidiumOre,592937,-291697,760,f,74
BrittleBush,601480,-299262,5011,f,74
ScrapMetalPart,607362,-308734,4196,f,74
ScrapMetalWreckage,607104,-308629,4198,f,74
ScrapMetalPart,589863,-310445,686,f,74
RhyolitePickup,634199,-298649,910,f,79
AzuritePickup,592369,-307920,813,f,74
FuelCellPart,589886,-336634,1276,f,74
ScrapMetalPart,631577,-308307,270,f,79
FuelCellPart,601454,-323194,137,f,74
RhyolitePickup,636589,-303412,1436,f,79
FuelCellPart,622285,-299147,530,f,74
BrittleBush,609688,-302938,4531,f,74
ScrapMetalPart,613035,-320956,861,f,74
ScrapMetalPart,618372,-302402,2608,f,74
FuelCellWreckage,607676,-299237,5457,f,74
ScrapMetalPart,592370,-310450,817,f,74
FuelCellPart,605104,-314333,625,f,74
AzuritePickup,618373,-308393,6545,f,74
ScrapMetalPart,620665,-302985,2336,f,74
TitaniumOre,612047,-302475,4836,f,74
FuelCellPart,611664,-307739,4157,f,74
FuelCellPart,605707,-314864,606,f,74
RhyolitePickup,606417,-318144,496,f,74
BrittleBush,591444,-300648,790,f,74
ScrapMetalPart,590953,-293631,753,f,74
ScrapMetalWreckage,617333,-286992,633,f,74
RhyoliteOre,609742,-293653,6424,f,74
ScrapMetalPart,619512,-287373,623,f,74
ScrapMetalWreckage,620148,-294876,590,f,74
RhyolitePickup,610153,-293614,6439,f,74
ScrapMetalWreckage,592883,-333469,1350,f,74
TitaniumOre,626477,-305886,701,f,79
TitaniumOre,622678,-305552,4286,f,74
ScrapMetalPart,630191,-308436,503,f,79
FuelCellWreckage,607647,-316679,977,f,74
ScrapMetalPart,599244,-308256,4186,f,74
FuelCellPart,607838,-288321,812,f,74
ScrapMetalPart,636831,-297539,1372,f,79
ScrapMetalWreckage,599067,-308097,4184,f,74
ScrapMetalWreckage,585031,-300013,293,f,74
RhyolitePickup,631206,-308738,294,f,79
ScrapMetalPart,614330,-286032,580,f,74
FuelCellPart,631286,-313140,348,f,79
BrittleBush,584482,-312821,1459,f,74
ScrapMetalPart,615292,-314265,-2628,f,74
ScrapMetalPart,601730,-322369,188,f,74
BrittleBush,596538,-303040,967,f,74
ScrapMetalPart,592381,-332666,1315,f,74
BrittleBush,607445,-300141,5301,f,74
ScrapMetalWreckage,620906,-302853,2336,f,74
FuelCellPart,586477,-298566,483,f,74
ScrapMetalWreckage,594003,-292100,850,f,74
ScrapMetalPart,589916,-293184,818,f,74
RhyolitePickup,590703,-335270,1254,f,74
ScrapMetalPart,601419,-322860,128,f,74
BrittleBush,604131,-299961,5375,f,74
ScrapMetalPart,608117,-287713,811,f,74
FuelCellPart,607849,-299207,5446,f,74
ScrapMetalPart,590195,-333972,1452,f,74
FuelCellWreckage,600888,-322301,187,f,74
ScrapMetalWreckage,623476,-295116,788,f,74
ScrapMetalPart,591769,-307715,815,f,74
ScrapMetalPart,637095,-295028,1374,f,79
FuelCellPart,608964,-285538,737,f,74
ScrapMetalWreckage,603251,-294259,5815,f,74
ScrapMetalWreckage,607506,-305841,4849,f,74
BasaltOre,608460,-284710,833,f,74
RhyolitePickup,611781,-296680,6443,f,74
BrittleBush,613959,-289189,677,f,74
RhyolitePickup,611891,-321845,803,f,74
ScrapMetalWreckage,583196,-308813,1052,f,74
RhyolitePickup,589809,-311146,751,f,74
AzuritePickup,604344,-311879,4114,f,74
AzuritePickup,620349,-307924,8388,f,74
FuelCellWreckage,606853,-304482,4816,f,74
FuelCellPart,590939,-300388,798,f,74
BasaltPickup,608827,-284865,852,f,74
RhyolitePickup,591167,-293343,748,f,74
TitaniumPickup,626790,-305807,670,f,79
ScrapMetalPart,583085,-308950,1064,f,74
FuelCellPart,635536,-295812,1171,f,79
FuelCellPart,581159,-316257,1695,f,74
ScrapMetalPart,616887,-319655,738,f,74
ScrapMetalPart,612143,-302347,4932,f,74
FuelCellPart,614253,-286676,606,f,74
RhyolitePickup,606721,-317827,519,f,74
BrittleBush,618502,-314024,4292,f,74
BrittleBush,595194,-296338,4024,f,74
FuelCellPart,620148,-299695,547,f,74
ScrapMetalPart,612551,-321398,844,f,74
ScrapMetalPart,617248,-318993,742,f,74
ScrapMetalPart,585813,-297613,411,f,74
ScrapMetalWreckage,608909,-304620,4522,f,74
ScrapMetalWreckage,627287,-314922,718,f,79
RhyolitePickup,591023,-335145,1343,f,74
FuelCellWreckage,626598,-314754,675,f,79
BrittleBush,598177,-322215,481,f,74
FuelCellPart,603816,-302450,5209,f,74
RhyolitePickup,609100,-293605,6419,f,74
FuelCellPart,617470,-319282,669,f,74
AzuritePickup,605849,-294552,6283,f,74
BasaltPickup,608795,-299349,5413,f,74
BrittleBush,621017,-294382,644,f,74
RhyolitePickup,599754,-334176,965,f,74
RhyolitePickup,592928,-303263,747,f,74
RhyolitePickup,584854,-299702,310,f,74
ScrapMetalWreckage,631529,-308574,249,f,79
ScrapMetalPart,602802,-294114,5658,f,74
ScrapMetalWreckage,635667,-298309,1191,f,79
ScrapMetalPart,577298,-314613,1590,f,74
FuelCellPart,603040,-298994,5259,f,74
ScrapMetalPart,617066,-306802,4978,f,74
ScrapMetalWreckage,637301,-296250,1158,f,79
ScrapMetalPart,614252,-319680,758,f,74
RhyolitePickup,614093,-284648,504,f,74
Ecolab,598124,-303512,1920,t,74
BasaltPickup,635117,-304237,1088,f,79
RhyolitePickup,601731,-322698,88,f,74
FuelCellPart,585239,-297635,356,f,74
ScrapMetalWreckage,596934,-300000,3532,f,74
ScrapMetalPart,588277,-293660,746,f,74
ScrapMetalPart,617909,-319204,668,f,74
ScrapMetalPart,627527,-314786,705,f,79
ScrapMetalPart,608984,-286908,702,f,74
ScrapMetalWreckage,618512,-319287,684,f,74
AzuritePickup,606658,-308551,4200,f,74
ScrapMetalPart,613617,-319480,790,f,74
BasaltOre,608801,-298921,5408,f,74
BrittleBush,583919,-312660,1432,f,74
RhyolitePickup,623803,-315573,660,f,74
ScrapMetalWreckage,614319,-285811,570,f,74
ScrapMetalPart,603171,-294461,5790,f,74
ScrapMetalWreckage,601983,-323786,128,f,74
ScrapMetalPart,591611,-291037,1043,f,74
BrittleBush,582364,-309714,1305,f,74
ScrapMetalWreckage,590478,-301868,714,f,74
RhyolitePickup,617941,-302226,2696,f,74
ScrapMetalPart,580075,-315195,1584,f,74
FuelCellPart,619681,-309682,8384,f,74
ScrapMetalWreckage,601998,-322360,173,f,74
FuelCellWreckage,619470,-318462,747,f,74
BrittleBush,610445,-301648,4845,f,74
BrittleBush,605606,-299171,5550,f,74
FuelCellPart,584182,-312896,1469,f,74
ScrapMetalPart,598747,-322306,381,f,74
FuelCellPart,595404,-295692,4052,f,74
AzuritePickup,615022,-310303,4837,f,74
ScrapMetalWreckage,613540,-320764,878,f,74
ScrapMetalPart,579206,-313632,1816,f,74
ScrapMetalPart,595437,-298841,3706,f,74
BrittleBush,642826,-315136,826,f,79
ScrapMetalWreckage,640500,-306655,956,f,79
RhyolitePickup,637959,-319827,1242,f,79
RhyolitePickup,643040,-303201,989,f,79
ScrapMetalPart,639497,-321319,1011,f,79
ScrapMetalPart,640237,-306716,959,f,79
ScrapMetalPart,642209,-306665,1004,f,79
ScrapMetalPart,640304,-303786,1555,f,79
ScrapMetalPart,640321,-297862,1738,f,79
RhyolitePickup,634442,-320407,744,f,79
ScrapMetalPart,639337,-322239,875,f,79
FuelCellPart,635084,-320367,882,f,79
ScrapMetalPart,638941,-318314,1463,f,79
BrittleBush,641145,-313691,835,f,79
ScrapMetalWreckage,640832,-305061,1053,f,79
ScrapMetalPart,639843,-322645,1015,f,79
BrittleBush,640004,-297112,1495,f,79
ScrapMetalWreckage,641956,-305881,865,f,79
ScrapMetalWreckage,639533,-321535,982,f,79
ScrapMetalWreckage,639206,-318244,1456,f,79
RhyolitePickup,643205,-315646,842,f,79
BrittleBush,645069,-300149,626,f,79
ScrapMetalPart,642590,-302085,1312,f,79
ScrapMetalWreckage,640285,-295765,1149,f,79
BrittleBush,642414,-296488,1160,f,79
BrittleBush,643915,-300585,1141,f,79
ScrapMetalWreckage,640287,-303775,1563,f,79
StravidiumOre,643178,-316199,1038,f,79
ScrapMetalPart,640657,-305023,1070,f,79
ScrapMetalPart,642065,-305641,844,f,79
RhyolitePickup,643930,-301716,912,f,79
TitaniumOre,643235,-295957,1024,f,79
FuelCellPart,639732,-296446,1234,f,79
FuelCellPart,642301,-303031,1254,f,79
ScrapMetalWreckage,640168,-319269,1243,f,79
BrittleBush,633927,-315074,1052,f,79
StravidiumPickup,641554,-296519,1151,f,79
ScrapMetalWreckage,639796,-312230,584,f,79
BrittleBush,642067,-315456,1170,f,79
FuelCellPart,640648,-319445,1228,f,79
FuelCellPart,641354,-306457,943,f,79
FuelCellPart,640488,-305520,854,f,79
ScrapMetalWreckage,639604,-322762,981,f,79
ScrapMetalPart,639808,-312243,592,f,79
ScrapMetalPart,640486,-322854,1127,f,79
AzuritePickup,643405,-301887,1079,f,79
ScrapMetalPart,640401,-295575,1221,f,79
StravidiumOre,641976,-296473,1159,f,79
FuelCellWreckage,641339,-306431,938,f,79
RhyolitePickup,641961,-303080,1343,f,79
ScrapMetalPart,640363,-319398,1226,f,79
BrittleBush,644166,-316081,933,f,79
FuelCellPart,643134,-302568,1049,f,79
Shipwreck,606893,697307,258,t,3
RhyolitePickup,597052,709803,1526,f,3
FuelCellPart,619435,714814,1593,f,3
RhyolitePickup,619208,716736,2191,f,3
BrittleBush,601367,717309,3002,f,3
ScrapMetalPart,612597,704256,742,f,3
BrittleBush,624758,719024,2277,f,3
FuelCellPart,621471,711580,963,f,3
ScrapMetalWreckage,625668,719327,1853,f,6
BrittleBush,624332,718828,2549,f,3
ScrapMetalPart,621118,712300,1216,f,3
ScrapMetalPart,626570,717269,1816,f,6
ScrapMetalPart,620386,704888,809,f,3
BrittleBush,601581,717854,3037,f,3
Hazard_Radiation,605129,713697,2642,f,3
AzuriteOre,621277,716355,2117,f,3
AzuritePickup,622306,701224,588,f,3
FuelCellPart,619321,718328,2727,f,3
BrittleBush,597898,710228,1664,f,3
ScrapMetalWreckage,625809,714750,1272,f,6
RhyolitePickup,622426,700070,459,f,3
RhyoliteOre,617527,698969,1721,f,3
ScrapMetalPart,623783,719334,2738,f,3
RhyoliteOre,624250,701619,437,f,3
RhyolitePickup,620496,705902,707,f,3
RhyolitePickup,598607,708439,1389,f,3
ScrapMetalWreckage,621991,711596,957,f,3
AzuriteOre,595316,703903,1623,f,3
FuelCellWreckage,619250,718072,2658,f,3
ScrapMetalPart,597766,703508,1154,f,3
AzuritePickup,622222,703311,1058,f,3
AzuritePickup,597002,710134,1583,f,3
ScrapMetalPart,594395,705269,1377,f,3
FuelCellWreckage,626232,717543,1986,f,6
FuelCellPart,621143,711608,995,f,3
ScrapMetalPart,625698,719435,1812,f,6
ScrapMetalPart,621884,701455,739,f,3
ScrapMetalWreckage,626503,716993,1761,f,6
StravidiumOre,622046,704670,723,f,3
AzuritePickup,620151,705909,724,f,3
ScrapMetalWreckage,594265,705500,1345,f,3
BasaltPickup,594490,703794,1503,f,3
ScrapMetalWreckage,620326,704637,906,f,3
StravidiumPickup,622422,704832,731,f,3
FuelCellPart,625971,717468,2050,f,6
BauxitePickup,598111,711326,1994,f,3
AzuritePickup,622787,714043,1591,f,3
ScrapMetalPart,625880,714637,1239,f,6
Hazard_Radiation,612845,704567,1261,f,3
BasaltPickup,619693,705332,857,f,3
BrittleBush,620036,715611,1716,f,3
AzuritePickup,621976,702456,1038,f,3
ScrapMetalPart,621719,701038,672,f,3
ScrapMetalWreckage,621597,701275,745,f,3
BrittleBush,621335,716741,2268,f,3
ScrapMetalWreckage,621972,700346,523,f,3
Hazard_Radiation,604344,710760,2453,f,3
FuelCellPart,624621,715159,1543,f,3
BauxitePickup,624644,713746,1119,f,3
FuelCellPart,619656,705729,836,f,3
RhyolitePickup,619952,706497,791,f,3
RhyolitePickup,617186,698545,2266,f,3
BrittleBush,620252,716413,2063,f,3
FuelCellPart,597406,709838,1557,f,3
ScrapMetalPart,622254,711538,948,f,3
ScrapMetalPart,601684,714256,3093,f,3
ScrapMetalWreckage,622294,720767,2831,f,3
ScrapMetalPart,622354,713998,1545,f,3
ScrapMetalPart,621087,720620,3059,f,3
ScrapMetalPart,621836,700152,537,f,3
BauxiteOre,597726,711504,1984,f,3
AzuritePickup,594998,703645,1596,f,3
BrittleBush,619562,711616,1061,f,3
BasaltOre,620101,705376,750,f,3
RhyolitePickup,620883,711364,953,f,3
FuelCellPart,621275,720335,3083,f,3
BrittleBush,601348,713773,2962,f,3
ScrapMetalWreckage,593893,709105,1051,f,3
ScrapMetalPart,593889,709124,1064,f,3
Shipwreck,600550,707612,1372,t,3
BasaltPickup,626953,720524,1226,f,6
BauxiteOre,624846,713572,1030,f,3
AzuritePickup,620565,711518,1025,f,3
BasaltOre,627023,720199,1265,f,6
ScrapMetalPart,619596,717092,2341,f,3
RhyolitePickup,624300,701212,400,f,3
ScrapMetalWreckage,617624,697184,1725,f,3
ScrapMetalPart,622537,713633,1475,f,3
ScrapMetalPart,621902,701834,855,f,3
FuelCellPart,597649,703950,1190,f,3
ScrapMetalPart,606406,707042,2046,f,3
ScrapMetalPart,617802,697008,1720,f,3
ScrapMetalPart,610929,706275,1645,f,3
Shipwreck,616964,711463,1344,t,3
ScrapMetalWreckage,622550,713621,1474,f,3
AzuritePickup,622548,714241,1629,f,3
BrittleBush,598272,711117,1942,f,3
ScrapMetalPart,604476,713367,2245,f,3
ScrapMetalPart,621086,712626,1264,f,3
ScrapMetalPart,622036,720867,2891,f,3
Cave,635033,977873,21092,t,2
FuelCellPart,-407700,211171,3723,f,31
ScrapMetalPart,-408490,212010,3813,f,31
FuelCellPart,-403584,208832,3655,f,31
ScrapMetalPart,-409628,213029,3855,f,31
ScrapMetalWreckage,-405023,213379,4270,f,31
ScrapMetalPart,-409807,213374,3826,f,31
FuelCellPart,-408153,214775,3813,f,31
ScrapMetalWreckage,-406267,212725,4057,f,31
FuelCellWreckage,-409307,214920,3584,f,31
RhyolitePickup,-405297,217043,3861,f,31
ScrapMetalPart,-405970,217918,3696,f,31
ScrapMetalPart,-407001,213854,3964,f,31
FuelCellWreckage,-409484,214199,3699,f,31
BrittleBush,-406367,211567,4176,f,31
ScrapMetalPart,-405020,213653,4277,f,31
RhyolitePickup,-405838,218547,3557,f,31
ScrapMetalPart,-408064,213918,3825,f,31
FuelCellPart,-409279,214908,3613,f,31
ScrapMetalWreckage,-406944,213922,3969,f,31
ScrapMetalPart,-406443,212571,4040,f,31
FuelCellPart,-406564,212310,4041,f,31
ScrapMetalWreckage,-408502,211800,3833,f,31
ScrapMetalPart,-406216,215003,4056,f,31
AzuritePickup,-404657,213904,4333,f,31
FuelCellPart,-409434,213937,3730,f,31
BrittleBush,-404755,208574,3819,f,31
ScrapMetalWreckage,-408282,213940,3796,f,31
TitaniumPickup,-638200,-642379,2542,f,26
StravidiumOre,-643136,-632327,6445,f,26
StravidiumPickup,-643140,-632444,6456,f,26
TitaniumOre,-638384,-642761,2613,f,26
TitaniumOre,-642890,-717039,2525,f,26
TitaniumPickup,-635841,-717898,1375,f,26
TitaniumOre,-635633,-718113,1361,f,26
TitaniumOre,-635420,-717131,1196,f,26
TitaniumOre,-635264,-719792,1533,f,26
TitaniumOre,-637596,-710668,652,f,26
ScrapMetalPart,-642579,-717305,2518,f,26
TitaniumPickup,-635747,-716178,1108,f,26
